PostId,OpenStatus
2336970,0
2630192,0
2558199,0
2454499,2
3225385,0
1806387,0
464181,0
1949433,0
2944320,0
338824,0
2042027,0
2350081,0
2139921,0
1695385,0
3139051,2
1926289,0
886574,0
2088996,0
433418,0
401705,4
1754954,4
65398,0
1838891,0
514401,2
204572,0
1599961,0
696232,0
1840464,0
2717617,0
258031,0
383386,2
1922847,2
194090,0
2848308,0
1481252,2
1144565,0
440713,0
1282935,0
2822301,0
1533993,2
3180494,0
910841,3
1240544,0
2004169,0
2556696,0
2198043,0
1573333,0
497105,1
2897516,0
2573664,0
3029178,3
2611225,0
3060450,3
1942366,2
1537625,4
3075348,0
328019,0
249300,3
1920470,0
1196981,0
634118,0
2087855,0
2338452,0
456005,1
1126909,0
2774837,0
2555162,1
3030328,4
781621,0
409936,0
895711,2
471582,0
118295,0
1929848,0
731060,0
1580759,0
2638213,2
1454714,0
2242878,0
2226231,0
1543060,0
567890,0
2751634,0
1909290,0
807456,4
3112786,0
46873,3
1957099,0
207057,2
1672482,0
873708,0
1988176,0
1393473,0
2927657,0
3358267,0
800825,0
2198832,0
1714591,0
812450,1
1148411,0
2452263,0
720081,0
2476436,2
981312,0
1483299,0
3335483,0
1138472,0
2820242,0
1738781,0
91432,0
3219101,0
614819,2
991275,0
2297937,0
1494170,0
2423741,0
2567582,2
1630922,1
2190510,0
1515669,0
983147,0
1937196,4
3225365,0
3123264,0
2600836,0
2102863,0
1925389,0
1281858,0
884580,0
2816977,2
295709,0
940319,0
1286711,0
2883010,0
2196581,0
1358238,0
1969642,3
2290351,0
710870,2
636793,0
2644872,0
132277,0
2404344,0
743803,0
2113607,2
669557,2
152342,3
1527424,0
2619619,0
2208458,0
2964738,0
3202968,2
1442592,0
51909,0
3036092,0
90867,0
2492084,1
2246796,0
1594857,0
3052742,0
3296777,0
1583911,2
2908864,0
1198044,3
1524328,0
900741,4
2661554,0
1093844,0
1685377,0
668288,0
2584166,2
3341976,0
1595226,2
3274208,0
1012860,0
147135,3
1533987,1
1851737,0
2556281,3
1281517,0
1573974,0
2166284,0
2626328,0
746643,0
844262,2
2662574,0
991187,0
315826,2
28403,3
824093,0
444968,2
22905,0
801382,0
2353436,0
644667,2
6831,0
3235562,0
1108222,0
2360486,3
729056,0
121673,0
3206434,0
3138817,0
2545381,2
1171771,0
2222586,0
2322601,1
1126543,2
966095,0
567347,0
2909757,0
1741914,3
3110369,0
2289136,0
2659431,0
1227619,2
807780,1
968875,0
2261854,0
2035313,2
3136510,0
793428,0
615670,2
1977269,3
2436330,0
3226300,0
2209398,2
1015147,0
1157838,0
1034669,0
24513,2
3006454,0
2950195,2
3229908,0
722976,2
350513,0
435135,2
2420901,0
3134725,0
2729894,0
2343043,0
1731479,0
741605,2
2372493,0
3095171,0
1298479,0
1130625,2
2254304,1
1561045,0
2806102,3
1927764,2
2369074,0
202448,0
3006609,0
95529,0
2536629,0
2005473,0
819633,0
875340,0
2205111,0
2177792,0
1907041,0
764790,0
2676012,0
875160,0
152037,0
1205213,0
1075300,0
2321891,0
1949665,0
1766724,3
2994367,0
494466,0
2076017,0
1423948,0
645435,0
706160,0
2553716,0
2659143,0
902821,0
1737328,0
2703831,0
1723143,0
2364217,0
997434,0
1848511,0
3077154,0
816661,0
60019,0
3130402,0
1341763,4
887382,0
1149546,0
578434,0
1275751,3
2273301,0
2317377,0
2630737,2
62107,0
730258,0
1384592,2
301045,0
2304457,0
2499855,0
1942383,2
1209095,0
168149,0
562205,0
412005,0
2600420,3
90105,0
2751256,0
3279562,0
278535,1
1234279,0
3099947,0
1646628,0
2910488,0
1582119,0
2381357,3
1468386,0
1771235,2
732397,0
2228797,0
2208208,0
3024937,0
1125809,0
1952513,0
1228322,2
1490842,0
154345,2
2837867,2
2094891,0
1311788,3
2707301,0
2181177,4
3062137,0
2924967,0
1890162,0
3176212,0
1776056,0
452474,0
1602917,0
3346681,0
3252198,0
3014658,3
2637254,0
2282950,3
323838,2
1118006,0
571592,0
835165,0
445673,0
134365,0
3109793,0
1786236,0
2038656,0
700545,0
613450,2
2089725,0
3270917,0
2644120,0
1428447,0
2018878,0
2281007,0
2218090,0
1503981,0
1498538,0
412285,0
1615696,0
3326565,0
566536,0
1790148,0
3194573,0
2958383,0
2840115,3
551590,0
28507,0
1204883,0
2627872,0
1804036,0
2721170,0
3098003,2
1350701,0
555124,2
2262781,0
2513476,0
175837,4
3164860,3
1842278,0
1589623,0
629905,0
2639990,0
266270,0
1529409,0
2910740,2
2065691,0
1683077,0
2021426,2
1295666,0
1452842,3
1662507,0
1434695,3
607409,0
692699,2
1141719,0
1088514,2
1519460,2
2251397,0
153933,0
111869,0
886962,0
783801,0
2161039,0
2024866,0
2698290,0
2157528,0
3052115,1
1231069,0
2211210,0
935284,2
588391,0
666422,0
1274089,0
1593178,0
2252202,0
3103555,2
988842,1
2243766,0
1696206,0
550932,3
1155332,0
672693,0
370932,0
3011418,0
2777227,0
3242736,0
1857573,0
1802576,0
3288412,0
3279375,0
2923194,0
36594,3
735633,1
1504332,0
128617,2
2637829,0
3043024,0
1885512,0
642319,0
300637,0
2972007,0
1303758,0
1529414,0
1603872,0
1204300,0
1284196,0
3169098,2
1095880,0
410724,0
1027480,0
438341,0
621375,0
2746,0
2038434,0
3165310,0
1259424,0
1138571,2
2018402,2
89430,0
696549,0
1821352,0
3028053,0
1096067,3
2393344,0
560960,0
2584121,0
875939,3
3027720,2
376754,0
1090218,2
2849591,0
2278231,0
2926285,0
575773,0
3343345,0
3035178,0
1964731,0
1821336,0
862813,0
1924408,0
2737965,0
3275366,0
1103544,0
3288900,0
1778696,0
418356,0
3001437,2
2645415,2
1576109,0
1038887,0
306081,0
2619823,0
730405,0
804678,3
194592,3
2599617,0
3225346,0
921205,0
406038,0
3240408,3
63853,0
1682168,0
3305856,0
273303,0
1784593,0
2139382,3
336757,0
3079266,0
2485171,0
1750505,0
3083739,0
2742147,0
795050,0
554889,3
2213738,0
2515057,0
612050,4
2737749,0
2919366,0
2277285,2
1345645,0
1872480,4
46423,0
4986,3
2252487,0
3109208,2
2260334,3
2017630,0
3324354,2
2168121,0
1836687,0
2159332,3
706527,0
297540,3
1905550,0
3025249,0
2990367,0
3164944,0
2084502,0
2131946,0
1936283,2
3358564,0
1581803,0
1149444,0
946644,0
3341110,0
1082205,2
652821,0
1867189,0
1627663,4
602791,0
2603019,2
1437495,0
2786974,0
2309220,0
1565568,0
1681694,4
3152667,4
2663460,2
3085543,0
3049908,0
348639,0
2415968,4
2462450,0
741014,0
940825,0
2120040,2
2815531,2
3212636,0
769568,0
1494694,0
2057292,0
815215,0
3237521,0
1979385,2
3354293,1
2593352,0
81773,0
2165151,0
1336299,0
1169752,0
853855,0
1182857,0
697416,0
1753269,2
61634,0
3296622,0
2816731,0
2226678,0
2591527,0
2074356,0
1882154,2
29095,0
339968,0
432104,0
450406,0
184623,0
2838567,0
703977,3
1358241,0
50071,0
565157,0
1044096,0
42891,0
1593647,0
238495,1
451553,0
951911,2
2675434,3
468315,0
1603024,0
788596,2
2969956,0
830001,2
82881,0
2364592,0
2073845,0
2904926,0
1955534,0
3315742,0
3139687,0
556261,2
2575585,2
369237,2
2773465,3
2260937,0
3154644,0
1561822,2
1471657,0
1636711,0
135853,0
2467936,0
116915,3
3206050,1
3156701,0
2451166,0
1339392,0
588460,4
2707774,0
2432974,0
1655982,0
2067180,0
259171,0
2875476,0
3120455,0
56758,3
788772,0
832296,0
290840,0
387983,0
1690866,0
1418488,0
3170288,2
864967,2
2022123,0
3119577,0
2966349,0
2025675,0
596088,0
1698169,0
307995,0
225430,0
1144063,2
1690830,2
2221779,0
1359120,0
1541516,0
898463,0
666941,0
2124382,0
2765723,0
2802900,0
1528062,0
1210491,0
3309732,0
1553362,0
964744,2
1439618,0
2643912,0
171170,3
1501123,0
777195,0
3339436,0
1171758,0
3209020,0
2528396,2
2985296,0
3156973,0
2242650,3
3077702,0
2306955,0
820585,0
1657042,3
3164010,1
1256242,0
1563378,2
2445419,0
239235,2
2405047,2
168040,0
1296235,0
1322508,0
1290348,0
1309446,2
1000573,2
1125549,0
2645719,0
2347514,0
3119898,0
903480,0
2355284,2
79312,0
915061,0
2204823,2
160692,2
721386,3
3140105,2
2650800,0
1671220,0
3304026,0
3258205,0
553320,0
224771,0
759823,0
1506481,0
2785083,3
1582086,1
3011167,0
43166,0
800751,0
1928574,0
140371,0
1864840,0
2350012,3
2889281,0
3256442,0
1571545,0
2135199,0
1608473,0
1971299,0
2885035,3
3126535,0
1040800,0
493596,0
2813059,0
2912628,0
2330263,0
1362600,2
2412006,0
3003515,0
7331,2
2005453,0
1225812,0
110022,0
1190188,0
3145147,0
1572924,0
892311,0
995882,0
1119679,0
2522936,3
3194227,0
1512111,0
624593,3
634915,0
658291,0
2179194,0
3280988,0
2880486,0
1235602,0
2392342,0
35119,0
660133,2
1635092,0
807848,0
874939,0
1101579,2
3052828,0
867157,2
88944,0
2929587,0
473526,0
2858730,0
2388315,4
2212041,0
1346708,0
2471671,0
3296955,0
1289599,0
2654471,0
303030,0
1623356,0
2922582,2
316342,0
20900,0
2129858,0
1361189,0
72296,0
2727350,0
3265310,0
888701,0
1894437,2
3087206,0
2809329,4
2483520,2
3303624,2
2229061,0
262266,0
3302672,2
2378473,0
1705148,0
1857333,0
2080356,0
3226859,0
683600,3
2679321,0
575598,0
3265465,0
3009161,0
2064588,1
2967326,0
1488842,0
1706449,0
792393,2
2186776,2
2698515,0
1581774,0
1581979,0
3157596,0
2519000,2
3121372,0
2748965,3
1781016,0
1609344,0
708328,0
526850,2
3116109,0
2206385,0
1684191,2
299222,2
1800625,0
274383,0
2368216,0
3157052,0
3192175,2
2631940,0
635647,0
460724,0
1987411,0
404337,2
450186,2
2827293,3
2285504,0
398787,0
2533899,0
20152,0
1359593,2
1923387,0
1251418,4
808204,2
3145498,0
622100,0
1874911,3
3220455,2
1621330,0
2197103,0
1480477,0
311229,3
1196550,0
2615907,0
860694,0
2464309,0
376935,0
1288147,4
1313379,0
1074187,0
1787630,0
2034735,0
1792128,2
2349186,0
1647728,3
3189143,2
686904,0
521976,2
843824,0
718026,0
2715327,0
427865,0
132944,0
3279576,0
3358013,0
1465924,0
1242670,0
3298715,0
717567,0
1867065,0
1384536,0
2489978,0
1632266,0
3143437,0
264461,0
2417923,4
2435105,0
2533067,0
1190512,0
1402032,0
1557773,0
148190,0
2386001,0
3154183,0
1886838,0
2746449,3
1939113,0
3074461,0
316064,0
1541611,0
1358260,0
764178,0
3076546,0
1419982,0
3083744,1
153773,0
2743924,2
3095376,0
1819451,0
3283077,0
2344467,0
9830,0
642839,2
2661416,4
2549586,2
2701490,0
639751,2
1145061,0
1051289,0
594793,0
753268,0
3086523,0
2554388,0
2225554,0
626216,0
2967475,2
1818653,0
532795,0
303451,0
135650,0
2691002,0
694805,3
3167342,0
1581459,2
1487565,0
2295903,1
1778628,0
940554,0
3124411,0
1364522,1
790913,0
997240,0
2832526,0
3181055,0
1950688,0
1751304,0
51670,0
2521508,0
122136,0
381884,0
814325,4
1424359,0
2274834,0
1559125,0
94037,2
1795477,0
956424,0
1195144,0
2421880,0
704591,0
539714,2
2462602,0
1672626,0
1740718,0
231375,0
831490,0
49990,1
2303371,0
2236175,0
2706978,0
644252,0
685973,2
1088089,2
1201018,0
2390817,0
2621214,0
2048491,0
3262383,0
311734,0
3115017,2
1738779,0
2524415,0
2674252,1
2626266,3
2209734,0
1510702,0
1646458,0
3364749,0
3178924,0
907693,4
1095847,0
363139,0
750745,0
902412,0
1204402,2
800677,2
1793273,0
175794,0
393090,0
230929,0
572178,0
2018811,0
122176,0
6743,0
3172643,3
534438,0
1574211,2
1922988,0
1907350,1
549440,0
482681,0
115538,2
2555832,0
2437049,0
1460108,3
1938120,0
1783700,2
714967,0
155391,0
544927,0
1255361,2
1040841,1
1982007,0
2063204,0
1427353,3
2031897,0
3330480,0
326734,0
719467,0
419235,0
742728,0
1480100,0
2924074,0
1566383,0
1742195,0
3179677,0
2226377,0
1285758,0
2355338,0
2496548,0
2349077,0
2234992,0
825671,0
543685,0
2906485,0
2015821,0
3234180,3
3290596,0
3249124,0
2579963,2
1645794,2
1172485,0
855148,0
232745,0
228094,0
1555783,0
86452,0
3265078,0
300819,1
27789,0
626735,0
1500804,4
1823714,0
1223563,0
1045440,0
2249886,0
597350,0
2507089,0
3107162,0
492812,0
589174,0
2408645,2
2729803,2
933213,0
2652615,4
1357205,0
1885146,0
3237204,2
1750634,4
2427877,0
552432,0
3331376,0
3265490,1
1944047,1
1518967,0
1933798,2
472218,0
2802682,0
579646,0
1887334,0
679457,1
407917,0
1921324,0
56388,0
36884,0
3314402,0
356874,2
1079323,2
777308,0
1710943,2
446837,2
857988,0
1392694,0
968214,0
1235536,0
2365243,1
1762280,0
1703308,0
1152595,0
2544742,0
1930071,0
847285,0
1308801,0
1602628,2
2617452,0
1148958,3
396358,0
2207250,0
1451739,0
2612067,0
2537516,0
690923,0
2764346,0
1435734,0
1672759,0
808545,0
2484313,0
3175480,0
2770799,2
677677,0
2586804,0
2424131,0
734861,0
3320851,0
1980631,0
2620795,0
782964,0
2945653,0
2608561,0
826638,2
2161838,0
3186007,0
1493252,0
2296434,0
1646081,2
2003426,0
1540338,0
1637709,0
2554994,0
566278,2
1021498,4
2690855,0
1921402,0
1691034,0
580969,1
1027047,0
1548078,0
517358,0
268079,0
499249,0
571797,0
1784677,0
269889,0
1751601,0
2647340,0
769588,0
375724,0
2389684,0
2535799,0
2696002,0
3036259,0
15374,0
2188471,0
2465178,0
1057453,2
526622,0
903900,0
2811669,0
570104,0
2425427,0
1201765,0
1472503,0
3266204,2
1566668,0
205243,2
2066773,0
2753298,1
1408915,0
2951148,2
788415,2
3273120,0
277814,0
2680951,0
1381102,0
1709625,0
2903624,0
1637615,2
3175408,2
912346,3
1774669,0
2193680,0
314282,0
142243,0
2878799,0
331124,2
1658752,3
246681,0
1842609,0
2144493,0
1811118,0
161626,0
1728933,1
3166320,0
1497986,0
551859,0
1254174,0
2672438,0
1086650,0
2251711,0
2195098,0
1046926,0
1658318,0
1597210,0
2776354,0
635050,2
1322466,0
801877,0
554163,2
1764036,0
3145919,4
1255021,0
1405394,0
1337711,0
730574,0
3180590,0
2381976,0
2757096,2
1197471,0
2645665,0
1425603,2
1467872,0
1199072,0
2487170,0
2252031,0
617857,0
1896569,2
2923186,0
499994,0
485182,0
1291197,0
3363102,0
2511235,0
211397,2
2204502,0
1828738,0
1628170,0
1968402,0
2263677,0
3067387,0
2054261,0
1949554,0
3227252,0
845532,0
1139014,0
1193501,3
3142379,2
1174497,0
3187194,0
2669063,0
3217550,0
3278986,0
2186620,0
2102826,0
2845693,0
214548,0
1316500,0
2068659,0
1777227,0
3346877,0
666511,0
525085,3
652886,0
2647937,0
1203467,0
1374692,0
990565,2
2132077,0
1292796,0
3079159,0
34832,0
3203243,2
904972,0
3042751,0
2662336,1
1143880,0
3109625,0
2929871,0
28579,0
1305339,2
1763410,0
2236471,0
148392,0
1833881,2
2338043,0
2596493,0
1742290,0
1155632,3
2364228,0
1114092,0
2471036,0
2819676,2
3346223,0
2234798,0
3066040,0
455680,0
1989018,0
2971685,0
2668413,0
768926,2
2776431,0
1226750,0
265340,2
1085861,0
859783,0
3331712,0
401667,0
1730615,0
1104237,0
1806864,0
1669007,0
943341,2
420868,3
88886,0
419676,0
2284228,0
1416310,0
2619178,0
336830,2
2388343,0
884901,2
600901,0
983472,0
1355752,0
3008062,2
2089985,0
1176721,0
850007,0
841960,0
2653538,0
1573911,0
313335,0
1393778,0
2650243,0
1923183,2
67838,0
3274005,2
2462557,0
918839,2
200276,0
3106467,0
1924365,0
1594732,2
1283426,0
3350135,2
1777066,0
2583976,0
1208513,0
2609840,0
764199,0
543347,0
3363021,0
1267240,0
245643,0
2365233,3
2400475,4
2177921,3
675829,0
1031835,4
2287926,2
1711038,0
1134512,0
1918365,0
1758467,0
2446128,0
831640,0
3200122,0
164629,0
2012444,3
124303,0
633764,4
2571570,4
2339789,0
982898,0
2786280,0
2094449,0
295893,0
51043,2
2949559,1
2672442,4
862409,0
1704166,0
204679,0
1074999,0
1460616,0
721954,0
2142955,0
2373557,0
2355211,0
624435,0
1432249,0
1128506,0
348835,0
1007291,2
2005926,0
1734143,0
3117822,0
2710172,0
3173188,0
1979248,3
686082,0
12845,0
51245,0
2792900,0
178875,0
1110025,0
2514335,0
1363336,0
400386,0
748628,0
2633364,0
1939167,0
2362151,0
635820,0
741655,0
1426092,0
1205544,0
1893572,0
2185264,0
1843896,2
793564,0
999913,0
717629,0
932892,0
3317431,0
3190624,3
1913448,0
3300673,0
1732367,0
3356426,0
2441497,0
2622496,0
1447949,0
1592645,0
251670,0
2598401,2
2191871,0
1541123,0
2369152,0
857440,0
3114914,0
2516293,0
3345921,0
2847295,0
1477097,0
3137498,0
1661289,0
2859894,1
1963943,0
1090064,2
811984,0
2249979,0
3121912,2
3184094,2
2285307,0
410037,0
3156529,2
1279697,0
1143876,0
2478868,0
786725,0
118804,0
1982751,0
1636254,0
907489,0
145968,0
2635342,0
161132,4
2675300,2
887053,0
2208867,0
557078,3
66448,0
1417503,0
1271548,0
1122081,4
2637986,4
822624,2
2829842,2
1935237,0
2098566,0
221429,2
2209775,0
3351907,0
2826950,0
2918385,2
556158,0
3267649,4
725410,0
2400607,0
1568711,0
962287,3
1904737,0
2792615,0
3155063,0
2066007,3
699351,0
2260842,0
2145246,0
1157872,3
1042818,0
1391607,3
2475417,3
2512539,0
3118068,1
2230333,0
1707296,0
600777,0
923364,1
1742751,0
3239914,0
2052663,0
1351492,0
1161897,0
1275997,2
774664,0
1589078,0
1723062,0
2452389,0
2918921,0
2386886,0
1365817,0
488583,3
1691008,0
2106281,0
364467,0
3278455,0
2842279,0
746203,0
73717,4
2784235,4
2964143,3
3010408,0
2096067,0
2998945,0
373550,0
1543846,0
2745026,0
1768389,0
1543746,0
2092440,2
2019738,0
3323052,0
2899789,0
1490124,2
2468728,1
2641522,0
954439,0
1050982,0
1130534,0
837859,0
1944529,0
136075,0
1074998,2
1766793,0
954111,3
3138,0
467564,2
306266,2
3020272,0
346694,3
2516817,0
2975217,2
3303826,0
3002159,0
2024865,3
2200021,0
835728,2
2243339,0
1769344,0
441408,1
3184455,0
101025,0
523763,0
1226693,0
2423711,0
1946010,2
428650,0
781004,0
496654,0
2730679,2
46199,0
1791128,0
301319,4
326725,0
2652055,2
457256,0
331157,0
1531114,0
2394896,0
1219581,0
3264363,0
2744840,0
1226720,0
269190,3
2525047,0
2524122,0
872510,0
1416571,2
1908116,0
2014155,0
633761,0
137031,0
2566903,0
2982099,0
2349275,0
2779474,0
850014,0
842233,0
1432874,0
1404051,2
2983376,0
2462630,2
2924551,4
400208,4
2096070,2
753661,0
1623935,0
283270,2
2801755,0
3158771,0
2834863,0
485896,0
3046197,0
1669986,0
553497,3
3045183,0
1634300,0
3189653,2
670436,0
409088,0
2444699,0
3099425,0
2133726,2
1277104,0
1626947,0
556079,4
1398981,0
1061650,0
2124386,0
321739,0
1327075,0
2444107,0
395001,2
2030351,2
1884053,0
507825,0
3213263,0
2810846,3
169281,0
112855,0
1368862,0
2873517,1
1035595,2
2810847,0
1336279,4
1997289,0
517030,0
2261495,0
1420159,2
723612,0
3124849,0
2339781,0
253302,2
1799553,0
2373635,0
2903024,2
3299868,1
703094,0
1144275,0
1285903,0
1715255,0
1911417,0
2249790,0
637564,0
3167717,0
3349318,0
1681323,0
1739389,0
1903978,0
70105,1
2569883,0
1188163,0
1097959,0
2880636,4
4869,0
554012,0
2346019,2
893021,0
361803,0
282068,3
479314,0
3144851,0
1474743,3
248714,2
698848,0
2424524,0
394341,0
2365962,0
815494,0
2461493,0
2057529,2
752075,2
3019844,0
1911925,0
812226,0
1460038,0
1879382,0
2644013,0
2526883,0
1163581,2
1445110,0
608824,0
2857603,0
1799869,0
2487975,3
126050,0
1805575,0
423408,0
2122168,0
3360867,0
2704396,0
1215324,2
3142703,3
1658976,0
2237535,0
2313846,0
2510933,0
33497,2
1398085,0
2316048,0
1625782,0
2029705,0
494304,0
3067692,0
2131730,0
664214,0
298386,2
1948782,0
2478224,0
131650,0
1929791,0
1550197,0
567117,0
1839816,0
701095,0
3162198,0
2451500,0
1701452,0
1049567,0
2379499,0
2855602,3
3246431,0
1741344,0
3016975,0
980408,0
1844739,0
2974237,0
472822,2
479657,0
3269707,2
1959720,0
2421559,0
2372194,4
1311568,0
1597790,0
1314184,0
625041,0
2365345,0
1586063,0
550630,0
1992247,0
623025,0
70770,3
2120118,0
1199964,0
1647148,0
3144079,0
1847473,0
1881344,0
510170,0
3222419,0
1232591,0
2919277,0
2869997,0
2917565,0
1053276,3
1909822,4
3297698,2
2440026,0
107823,0
758131,0
618346,0
2242917,1
45582,0
2119636,1
276635,0
680172,0
2237403,0
19573,0
1496890,0
1616213,0
3093056,2
2359549,4
3355661,0
2360813,3
3121949,4
3359034,0
1989374,0
1084252,0
3313366,0
2671702,3
396903,0
549206,0
686377,0
3256653,2
1503190,0
2658421,0
1884870,0
2074962,0
1171985,2
1014338,0
2246681,2
522393,2
2624731,2
3031922,0
8454,0
268045,0
135698,0
2870636,0
3365213,0
1023230,0
271515,0
793902,0
1296779,4
637886,0
1194623,0
2034941,4
2872993,0
2540414,0
2936762,2
1548572,2
142855,0
1005871,0
1818643,2
3095202,0
2328836,0
1363866,4
36574,0
2040136,0
717130,0
926709,0
2837285,0
2600300,1
1790956,0
608997,0
3288213,0
3334166,0
3129077,0
357541,0
2029500,0
3272638,0
2412154,0
1799581,0
594478,2
929096,0
2985023,0
473366,0
1999158,0
2463214,0
1384413,0
1356445,0
182882,2
3165779,2
1832038,0
2247461,0
2334531,3
1463075,0
1528391,0
2990658,0
3041583,0
3327208,0
1924552,0
1117284,4
3014968,0
2253218,0
2139938,2
2088503,0
817798,0
447721,0
3082669,0
3143771,0
2604075,0
1001904,2
1122923,0
1493370,0
1844893,0
2010733,0
273645,0
591018,0
1754668,0
550734,1
101811,0
3367730,3
1684108,0
1175721,0
3022603,3
2893770,0
3122741,3
3362,0
2096560,0
3088685,0
2942560,0
1288575,0
2634724,0
2967315,0
3262707,3
2162935,2
804773,0
2535024,0
135798,0
518223,0
2254570,0
1659582,0
2633130,0
1949750,3
1722749,4
2986117,0
3021711,0
39061,0
2516696,0
3051311,0
916667,0
2357356,0
1626743,0
3129507,0
958516,1
442101,4
3167922,0
973503,0
1583081,0
2821878,0
27526,0
2658229,0
3358337,0
3338010,0
2282443,0
304749,2
1211949,0
3062649,2
3146083,0
164010,0
55731,4
26136,1
210586,0
311950,0
86270,0
1362873,0
431727,0
117474,0
2092189,0
3028604,0
1432898,0
1962679,3
2314419,1
801327,3
